Frase,Gabarito (Gold),Claude_sonnet5,respostaGrok4.0Fast,respostasGemini3.1Pro,respostas_gpt5.5_mini
As universidades portuguesas existem desde 1290,⚠ As universidades portuguesas → existem → desde 1290,✗ As universidades portuguesas → existem desde → 1290,✗ As universidades portuguesas → existem desde → 1290,✗ As universidades portuguesas → existem desde → 1290,✗ As universidades portuguesas → existem desde → 1290
O futebol é o esporte mais popular em Portugal.,O futebol → é → o esporte mais popular em Portugal,✓✓ O futebol → é → o esporte mais popular em Portugal,✓✓ O futebol → é → o esporte mais popular em Portugal,✓✓ O futebol → é → o esporte mais popular em Portugal,✓✓ O futebol → é → o esporte mais popular em Portugal
"Mutações maiores podem ser causadas por erros em a recombinação para causar anormalidades cromossômicas, incluindo duplicação, exclusão, rearranjo ou inversão de grandes seções de um cromossomo.","⚠ Mutações maiores → podem → ser causadas por erros em a recombinação
⚠ Mutações maiores → podem ser causadas por → erros em a recombinação",(nenhuma extração),(nenhuma extração),(nenhuma extração),(nenhuma extração)
Portugal liderou a exploração européia de o mundo e uma era de a descoberta.,"Portugal → liderou → a exploração européia
Portugal → liderou → a exploração européia de o mundo","✓ Portugal → liderou → a exploração européia do mundo
✗ Portugal → liderou → uma era da descoberta",✓✓ Portugal → liderou → a exploração européia de o mundo,"✓✓ Portugal → liderou → a exploração européia de o mundo
✗ Portugal → liderou → uma era de a descoberta","✗ Portugal → liderou → a exploração europeia do mundo
✗ Portugal → liderou → uma era da descoberta"
"Finalmente, uma pequena fração de mutações é benéfica, melhorando a aptidão de o organismo e é extremamente importante para a evolução, uma vez que sua seleção direcional leva a a evolução adaptativa.","uma pequena fração de mutações → é → benéfica
⚠ sua seleção direcional → leva a → a evolução adaptativa","✓✓ uma pequena fração de mutações → é → benéfica
✗ uma pequena fração de mutações → melhora → a aptidão do organismo
✗ uma pequena fração de mutações → é extremamente importante para → a evolução
✗ a seleção direcional da pequena fração de mutações benéficas → leva a → a evolução adaptativa",✓✓ uma pequena fração de mutações → é → benéfica,"✓✓ uma pequena fração de mutações → é → benéfica
✗ uma pequena fração de mutações → é → extremamente importante para a evolução",(nenhuma extração)
"O português é uma língua românica que se originou em o que hoje é a Galiza e o norte de Portugal, originária de o galego-português, que era a língua comum de o povo galego e português até a independência de Portugal.",O português → é → uma língua românica,"✓✓ O português → é → uma língua românica
✗ O português → se originou em → o que hoje é a Galiza e o norte de Portugal
✗ O português → é originário de → o galego-português
✗ o galego-português → era a língua comum do povo galego e português até → a independência de Portugal",✓✓ O português → é → uma língua românica,"✓✓ O português → é → uma língua românica
✗ O português → se originou em → a Galiza e o norte de Portugal
✗ O português → é originária de → o galego-português
✗ o galego-português → era → a língua comum de o povo galego e português","✓✓ O português → é → uma língua românica
✗ O português → se originou em → o que hoje é a Galiza
✗ O português → se originou em → o norte de Portugal
✗ O português → é originário de → o galego-português
✗ o galego-português → era → a língua comum do povo galego e português"
"O Ministério de a Saúde é responsável por desenvolver políticas de saúde, bem como gerenciar o SNS.","⚠ O Ministério de a Saúde → é → responsável por desenvolver políticas de saúde
O Ministério de a Saúde → é responsável por → desenvolver políticas de saúde","✓ O Ministério da Saúde → é responsável por desenvolver → políticas de saúde
✗ O Ministério da Saúde → é responsável por gerenciar → o SNS",✓✓ O Ministério de a Saúde → é responsável por → desenvolver políticas de saúde,"✓✓ O Ministério de a Saúde → é responsável por → desenvolver políticas de saúde
✗ O Ministério de a Saúde → é responsável por → gerenciar o SNS","✓ O Ministério da Saúde → é responsável por desenvolver → políticas de saúde
✗ O Ministério da Saúde → é responsável por gerenciar → o SNS"
"Kanye Omari West nasceu em 8 de junho de 1977 em Atlanta, Geórgia.",Kanye Omari West → nasceu em → Atlanta,"✗ Kanye Omari West → nasceu em → 8 de junho de 1977
✗ Kanye Omari West → nasceu em → Atlanta, Geórgia","✗ Kanye Omari West → nasceu em → 8 de junho de 1977 em Atlanta, Geórgia","✓✓ Kanye Omari West → nasceu em → Atlanta
✗ Kanye Omari West → nasceu em → 8 de junho de 1977","✗ Kanye Omari West → nasceu em → 8 de junho de 1977
✗ Kanye Omari West → nasceu em → Atlanta, Geórgia"
"O budismo mahayana, a o contrário, aspira a o estado de Buda através de o caminho de o bodhisattva, um estado em que alguém permanece neste ciclo para ajudar outros seres a alcançar o despertar.",⚠ O budismo mahayana → aspira → a o estado de Buda,"✗ O budismo mahayana → aspira a → o estado de Buda
✗ O budismo mahayana → aspira ao estado de Buda através de → o caminho do bodhisattva
✗ o caminho do bodhisattva → é → um estado em que alguém permanece no ciclo para ajudar outros seres a alcançar o despertar",✗ O budismo mahayana → aspira a → o estado de Buda,✗ O budismo mahayana → aspira a → o estado de Buda através de o caminho de o bodhisattva,(nenhuma extração)
"Nem todos os genes essenciais são genes de manutenção, uma vez que alguns genes essenciais são regulados por o desenvolvimento ou expressos em determinados momentos durante o ciclo de vida de o organismo.","Nem todos os genes essenciais → são → genes de manutenção
⚠ alguns genes essenciais → são → regulados por o desenvolvimento
alguns genes essenciais → são regulados por → o desenvolvimento","✓✓ Nem todos os genes essenciais → são → genes de manutenção
✓✓ alguns genes essenciais → são regulados por → o desenvolvimento
✗ alguns genes essenciais → são expressos em → determinados momentos durante o ciclo de vida do organismo",(nenhuma extração),"✓✓ alguns genes essenciais → são regulados por → o desenvolvimento
✗ alguns genes essenciais → são expressos em → determinados momentos durante o ciclo de vida de o organismo",(nenhuma extração)
"Dentro de o budismo, samsara é definido como o ciclo repetitivo contínuo de nascimento e morte que surge de a apreensão e fixação de seres comuns em um eu e experiências.",samsara → é definido como → o ciclo repetitivo contínuo de nascimento e morte,"✗ samsara → é definido dentro do budismo como → o ciclo repetitivo contínuo de nascimento e morte
✗ o ciclo repetitivo contínuo de nascimento e morte → surge de → a apreensão e fixação de seres comuns em um eu e experiências",✓✓ samsara → é definido como → o ciclo repetitivo contínuo de nascimento e morte,✓✓ samsara → é definido como → o ciclo repetitivo contínuo de nascimento e morte,"✓✓ samsara → é definido como → o ciclo repetitivo contínuo de nascimento e morte
✗ o ciclo repetitivo contínuo de nascimento e morte → surge de → a apreensão e fixação de seres comuns em um eu e experiências"
"No contexto de as quatro nobres verdades, a origem de dukkha é comumente explicada como desejo (Pali tanha) condicionado por a ignorância (Pali avijja).",⚠ a origem de dukkha → é → comumente explicada como desejo,✗ a origem de dukkha → é comumente explicada no contexto das quatro nobres verdades como → desejo (Pali tanha) condicionado pela ignorância (Pali avijja),✗ a origem de dukkha → é comumente explicada como → desejo condicionado por a ignorância,"✗ a origem de dukkha → é comumente explicada como → desejo
✗ desejo → é → Pali tanha
✗ desejo → é condicionado por → a ignorância",(nenhuma extração)
"O budismo mahayana encoraja todos a se tornarem bodhisattvas e a fazer o voto de bodhisattva, onde o praticante promete trabalhar para a completa iluminação de todos os seres praticando os seis pāramitās.","O budismo mahayana → encoraja → todos a se tornarem bodhisattvas
⚠ O budismo mahayana → encoraja todos a → se tornarem bodhisattvas
⚠ o praticante → promete → trabalhar para a completa iluminação de todos os seres","✗ O budismo mahayana → encoraja todos a se tornarem → bodhisattvas
✗ O budismo mahayana → encoraja todos a fazer → o voto de bodhisattva
✗ o praticante → promete trabalhar para → a completa iluminação de todos os seres
✗ o praticante → trabalha para a completa iluminação de todos os seres praticando → os seis pāramitās",✓✓ O budismo mahayana → encoraja → todos a se tornarem bodhisattvas,✓✓ O budismo mahayana → encoraja → todos a se tornarem bodhisattvas,"✗ O budismo mahayana → encoraja todos a se tornarem → bodhisattvas
✗ O budismo mahayana → encoraja todos a fazer → o voto de bodhisattva
✗ o praticante → promete trabalhar para → a completa iluminação de todos os seres
✗ o praticante → pratica → os seis pāramitās"
O budismo nega uma divindade como O Criador e postula que divindades mundanas como Mahabrahma são mal interpretadas como criador.,O budismo → nega → uma divindade como O Criador,"✓✓ O budismo → nega → uma divindade como O Criador
✗ O budismo → postula que → divindades mundanas como Mahabrahma são mal interpretadas como criador",✓✓ O budismo → nega → uma divindade como O Criador,"✓✓ O budismo → nega → uma divindade como O Criador
✗ O budismo → postula → que divindades mundanas como Mahabrahma são mal interpretadas como criador","✓✓ O budismo → nega → uma divindade como O Criador
✗ O budismo → postula que → divindades mundanas como Mahabrahma são mal interpretadas como criador"
A segunda verdade é que a origem de dukkha pode ser conhecida.,⚠ a origem de dukkha → pode ser → conhecida,✗ A segunda verdade → é → que a origem de dukkha pode ser conhecida,✗ A segunda verdade → é → que a origem de dukkha pode ser conhecida,✗ A segunda verdade → é → que a origem de dukkha pode ser conhecida,✗ A segunda verdade → é → que a origem de dukkha pode ser conhecida
"O ensinamento zen-budista geralmente é cheio de paradoxos, a fim de afrouxar o domínio de o ego e facilitar a penetração em o reino de o Eu Verdadeiro ou Eu Sem Forma, que é equiparado a o próprio Buda.","O ensinamento zen-budista → geralmente é → cheio de paradoxos
O ensinamento zen-budista → geralmente é cheio de → paradoxos","✓✓ O ensinamento zen-budista → geralmente é cheio de → paradoxos
✗ O ensinamento zen-budista → tem o propósito de afrouxar → o domínio do ego
✗ O ensinamento zen-budista → tem o propósito de facilitar → a penetração no reino do Eu Verdadeiro ou Eu Sem Forma
✗ o reino do Eu Verdadeiro ou Eu Sem Forma → é equiparado a → o próprio Buda",✓ O ensinamento zen-budista → é cheio de → paradoxos,✓✓ O ensinamento zen-budista → geralmente é → cheio de paradoxos,"✓✓ O ensinamento zen-budista → geralmente é cheio de → paradoxos
✗ O Eu Verdadeiro ou Eu Sem Forma → é equiparado a → o próprio Buda"
